module,book section,category folder,required asset class,required data feeds,status,implementation dependency,may-enter-daily-score
options/long_guts.py,2.24,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_iron_butterfly.py,2.44,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_iron_condor.py,2.50,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_put_butterfly.py,2.41,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_put_condor.py,2.47,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_put_synthetic_straddle.py,2.29,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_straddle.py,2.22,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_strangle.py,2.23,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/long_synthetic_forward.py,2.10,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/modified_call_butterfly.py,2.40.1,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/modified_put_butterfly.py,2.41.1,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/protective_call.py,2.5,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/protective_put.py,2.4,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/put_ratio_backspread.py,2.37,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/ratio_call_spread.py,2.38,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/ratio_put_spread.py,2.39,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_call_butterfly.py,2.42,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_call_condor.py,2.48,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_call_synthetic_straddle.py,2.30,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_combo.py,2.13,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_guts.py,2.27,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_iron_butterfly.py,2.45,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_iron_condor.py,2.51,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_put_butterfly.py,2.43,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_put_condor.py,2.49,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_put_synthetic_straddle.py,2.31,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_straddle.py,2.25,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_strangle.py,2.26,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/short_synthetic_forward.py,2.11,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/strap.py,2.34,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
options/strip.py,2.35,options,listed equity/index options and underlyings,full option chain by strike/expiry; underlying; rates/dividends; contract metadata and Greeks,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
real_estate/economic_diversification.py,16.3.2,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/fix_and_flip.py,16.6,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
real_estate/inflation_hedging_with_real_estate.py,16.5,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/intra_asset_diversification_within_real_estate.py,16.3,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/mixed_asset_diversification_with_real_estate.py,16.2,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/property_type_and_geographic_diversification.py,16.3.3,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/property_type_diversification.py,16.3.1,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
real_estate/real_estate_momentum_regional_approach.py,16.4,real_estate,direct real estate / REITs,property/REIT returns; valuations; rents; regional/property-type and macro data,proxy-only,"Use listed NSE REITs/InvITs as the cash-market proxy; add adjusted-OHLCV, classification, liquidity filters and portfolio construction.",no
stocks/alpha_combos.py,3.20,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/channel.py,3.15,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/earnings_momentum.py,3.2,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/event_driven_m_and_a.py,3.16,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/implied_volatility.py,3.5,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/low_volatility_anomaly.py,3.4,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/machine_learning_single_stock_knn.py,3.17,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/market_making.py,3.19,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/mean_reversion_multiple_clusters.py,3.9.1,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/mean_reversion_single_cluster.py,3.9-3.10,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/mean_reversion_weighted_regression.py,3.10,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/multifactor_portfolio.py,3.6,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/pairs_trading.py,3.8,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/price_momentum.py,3.1,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/residual_momentum.py,3.7,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/single_moving_average.py,3.11,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/statistical_arbitrage_optimization.py,3.18,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
stocks/support_and_resistance.py,3.14,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/three_moving_averages.py,3.13,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/two_moving_averages.py,3.12,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,executable,"Implemented in this module; add production validation/backtesting, universe hygiene and transaction-cost/liquidity gates before promotion.",yes
stocks/value.py,3.3,stocks,cash equities,NSE adjusted daily OHLCV via Yahoo Finance; cross-sectional NSE universe when required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/carry_cds_hedging.py,11.5,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/carry_equity_tranche_index_hedging.py,11.2,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/carry_senior_mezzanine_index_hedging.py,11.3,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/carry_tranche_hedging.py,11.4,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/cdos_curve_trades.py,11.6,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
structured_assets/mortgage_backed_security_mbs_trading.py,11.7,structured_assets,structured credit / securitized products,CDO/MBS tranche prices and cash flows; CDS/index hedges; prepayment/default models,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
tax_arbitrage/cross_border_tax_arbitrage.py,13.2,tax_arbitrage,tax-sensitive cross-border or municipal instruments,tax rules/treaties; municipal or cross-border prices; options where required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
tax_arbitrage/cross_border_tax_arbitrage_with_options.py,13.2.1,tax_arbitrage,tax-sensitive cross-border or municipal instruments,tax rules/treaties; municipal or cross-border prices; options where required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
tax_arbitrage/municipal_bond_tax_arbitrage.py,13.1,tax_arbitrage,tax-sensitive cross-border or municipal instruments,tax rules/treaties; municipal or cross-border prices; options where required,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/hedging_short_vxx_with_vix_futures.py,7.3.1,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/vix_futures_basis_trading.py,7.2,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/volatility_carry_with_two_etns.py,7.3,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/volatility_risk_premium.py,7.4,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/volatility_risk_premium_with_gamma_hedging.py,7.4.1,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/volatility_skew_long_risk_reversal.py,7.5,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
volatility/volatility_trading_with_variance_swaps.py,7.6,volatility,volatility derivatives / options,VIX/volatility futures or ETNs; option chains; variance swaps; Greeks and funding,not-applicable for NSE cash equities on daily OHLCV,Requires non-OHLCV instrument/feed and execution support listed in required data feeds; no exact NSE cash-equity daily-OHLCV implementation.,no
